Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_Score,Log_Views,Hashtag_Length,Hashtag_Sentiment,Topic,Topic_Name,Index,Trend_Prediction
Post_55,Twitter,#Dance,Reel,USA,1.03604269630614,1.6661913194760358,0.34457147966442825,0.4585571268491211,High,0.8763406555739313,0.71100806914921,6,0.0,1,Education,54,0.020898911397256126
Post_56,YouTube,#Fitness,Tweet,Australia,0.9873783605386974,0.9576182405915464,1.0794118262912875,0.5656068983227567,Medium,0.8975038314360719,0.6868163634287355,8,0.0,0,Entertainment,55,0.02089036553285324
Post_57,Instagram,#Challenge,Live Stream,Australia,0.2266440166829269,-1.5058634938002842,0.10309985197199488,0.3195114459160667,Low,-0.21415204480732394,0.20428199868159852,10,0.0,2,Lifestyle,56,0.020881819668450353
Post_58,Twitter,#Dance,Video,Australia,-1.573364917005193,-0.4647518699844464,-1.414544855103789,-1.2104811348644153,Medium,-1.1657856942394609,0.0,6,0.0,1,Education,57,0.02087327380404747
Post_59,YouTube,#Challenge,Post,Germany,-0.1388126872772365,1.5456593473492224,1.148329989623853,-1.311929871859378,High,0.3108116944591152,0.0,10,0.0,2,Lifestyle,58,0.020864727939644584
Post_60,Twitter,#Music,Live Stream,UK,0.7068289924737725,-1.4584668609716624,-1.5964571514289378,0.10450173486601134,Low,-0.5608983212652041,0.5346372586379744,6,0.0,0,Entertainment,59,0.0208561820752417
Post_61,TikTok,#Music,Reel,USA,-1.1150013917270938,-0.8939196852068026,1.0006531264069929,0.04219022629077549,Low,-0.24151943105903204,0.0,6,0.0,0,Entertainment,60,0.020847636210838814
Post_62,YouTube,#Tech,Video,Australia,1.1035565990606961,0.5546810425142218,0.33906628439073355,-0.810357234294221,Medium,0.29673667291785755,0.7436295307749666,5,0.0,0,Entertainment,61,0.02083909034643593
Post_63,TikTok,#Dance,Tweet,India,0.0735772824645029,-1.0962058259314433,0.18584981842971818,1.6711810914818008,Low,0.20860059161114464,0.07099632686283833,6,0.0,1,Education,62,0.02083054448203304
Post_64,Instagram,#Gaming,Shorts,Canada,-0.9264687189252749,-0.26936633535501225,0.7505796310994116,-1.7412491646496546,High,-0.5466261469576326,0.0,7,0.0,2,Lifestyle,63,0.020821998617630157
Post_65,YouTube,#Fashion,Shorts,Canada,0.325848188612015,0.7387457032886687,-0.8199837655447623,-1.173444294374191,Low,-0.2322085420045674,0.2820523969831605,8,0.0,0,Entertainment,64,0.020813452753227272
Post_66,TikTok,#Education,Post,Japan,-1.1228343639617053,-1.6444922361285828,0.7959974921073928,1.5076308847045525,High,-0.11592455581958572,0.0,10,0.0,2,Lifestyle,65,0.020804906888824387
Post_67,YouTube,#Viral,Video,Brazil,1.3426530914051602,0.8631228926673291,-0.4823088504445142,-0.3688556915128309,High,0.33865286052878607,0.8512840868498944,6,0.0,2,Lifestyle,66,0.020796361024421502
Post_68,Twitter,#Dance,Reel,Japan,-0.9828872243897575,-1.216779367974493,1.6940324711288393,1.5910862984367786,High,0.2713630443003418,0.0,6,0.0,1,Education,67,0.020787815160018618
Post_69,Twitter,#Fitness,Tweet,USA,-1.3105132283999228,0.6258348824718222,0.585079698183965,-1.7085531258804016,High,-0.45203794340613435,0.0,8,0.0,0,Entertainment,68,0.02077926929561573
Post_70,YouTube,#Fitness,Tweet,Australia,1.1870818069708755,1.17555545477911,0.1118049419985246,0.20413013565540528,Medium,0.6696430848509789,0.7825681470173912,8,0.0,0,Entertainment,69,0.020770723431212845
Post_71,Twitter,#Dance,Reel,Japan,-1.3765449582086766,-1.3918857118000423,1.4390043000749326,1.3223066563914634,Medium,-0.0017799283855807757,0.0,6,0.0,1,Education,70,0.02076217756680996
Post_72,Instagram,#Education,Tweet,Australia,-0.7361975936206823,-1.2661921417405695,1.6376386270439292,0.814012777451899,Low,0.11231541728364408,0.0,10,0.0,2,Lifestyle,71,0.020753631702407075
Post_73,TikTok,#Fashion,Post,Germany,1.2912587616404565,-0.7939648216169,1.3334077732313763,1.1717088418461463,Medium,0.7506026387752698,0.8291013441210213,8,0.0,0,Entertainment,72,0.02074508583800419
Post_74,TikTok,#Music,Post,India,0.790144517110066,-0.240357462141529,0.9845160227609754,-1.204319996937875,High,0.08249577019790932,0.5822963524093824,6,0.0,0,Entertainment,73,0.020736539973601305
Post_75,YouTube,#Gaming,Video,USA,-0.5097917360225223,-0.8728991642300393,-1.705838500023159,-0.32005667861739334,Low,-0.8521465197232785,0.0,7,0.0,2,Lifestyle,74,0.020727994109198417
Post_76,Instagram,#Dance,Tweet,India,-0.47808981777721876,-0.7368754699858749,0.6159431991871158,-0.5718931913647229,High,-0.2927288199851752,0.0,6,0.0,1,Education,75,0.020719448244795532
Post_77,Twitter,#Fitness,Shorts,India,-0.657093550687995,-1.6355477758184307,-0.9438850666733534,-0.12192008393434005,Medium,-0.8396116192785298,0.0,8,0.0,0,Entertainment,76,0.020710902380392648
Post_78,Twitter,#Challenge,Video,Australia,-1.2892591561576916,-0.8266318474591673,-0.7287351538832728,1.0970050444868467,Medium,-0.4369052782533212,0.0,10,0.0,2,Lifestyle,77,0.020702356515989763
Post_79,Instagram,#Challenge,Reel,USA,1.182425604859583,-0.5506561018865191,-1.564733463664272,-1.5019449665483555,Medium,-0.608727231809891,0.7804369210301751,10,0.0,2,Lifestyle,78,0.020693810651586878
Post_80,Twitter,#Viral,Shorts,Japan,1.028193278324557,-0.06962981615952424,1.6826091909359226,1.149514742724405,High,0.9476718489563402,0.7071453860814797,6,0.0,2,Lifestyle,79,0.020685264787183993
Post_81,Instagram,#Challenge,Shorts,India,1.2312290442368257,-0.2792045488642423,0.5417262854036193,-0.7387340058981915,Medium,0.1887541937195028,0.8025525745630301,10,0.0,2,Lifestyle,80,0.020676718922781105
Post_82,Instagram,#Dance,Live Stream,Australia,-1.513895725477506,0.6059367492334358,-0.9547578273389005,-0.41933501475187024,Low,-0.5705129545837102,0.0,6,0.0,1,Education,81,0.02066817305837822
Post_83,Instagram,#Gaming,Live Stream,Japan,1.4684760752864587,-0.22141543697657481,-1.5376203769413257,0.5439028897178992,Low,0.06333578777161436,0.9036009866651373,7,0.0,2,Lifestyle,82,0.020659627193975336
Post_84,Instagram,#Comedy,Shorts,Brazil,0.5626217191967615,-1.3104156042964956,0.9934275576102687,1.2604852383331115,High,0.37652972771091153,0.44636499988027717,7,0.0,1,Education,83,0.02065108132957245
Post_85,Twitter,#Fitness,Shorts,Brazil,1.2767522423327209,-1.0066572980393318,-1.5916056980939943,-0.8338815791046472,Medium,-0.5388480832263132,0.8227499723484599,8,0.0,0,Entertainment,84,0.020642535465169566
Post_86,TikTok,#Fitness,Shorts,Canada,-1.0872560461073388,-1.3788604713793715,0.9177311225969667,0.5588156440173657,High,-0.2473924377180945,0.0,8,0.0,0,Entertainment,85,0.020633989600766678
Post_87,Twitter,#Gaming,Post,India,-0.4012155440380777,-0.39343867868127397,-0.5621341819130873,-1.4974641389654173,High,-0.7135631358994641,0.0,7,0.0,2,Lifestyle,86,0.020625443736363793
Post_88,Twitter,#Challenge,Post,Japan,0.39757768450691994,-1.615975273590561,-0.44064140371673755,0.25979041578721707,Medium,-0.3498121442532904,0.33474051270030436,10,0.0,2,Lifestyle,87,0.02061689787196091
Post_89,YouTube,#Dance,Post,Brazil,1.0779217909689442,-0.4211658128108082,-1.292226297616385,-0.9331599152391241,High,-0.39215755867434327,0.731368255283938,6,0.0,1,Education,88,0.020608352007558024
Post_90,YouTube,#Fitness,Reel,Japan,-0.9051392703427581,-0.7907500814279684,1.5417450068702598,1.5656015915588168,Low,0.35286431166458754,0.0,8,0.0,0,Entertainment,89,0.02059980614315514
Post_91,TikTok,#Fitness,Reel,Germany,-0.24132930674215797,-1.5797193783132364,0.5542161971808142,1.0582178807220368,High,-0.05215365178813586,0.0,8,0.0,0,Entertainment,90,0.020591260278752254
Post_92,Twitter,#Comedy,Post,India,1.4206155254022457,-1.27824048912969,1.5853736794142903,1.696595785428779,Low,0.8560861252789063,0.8840218571670565,7,0.0,1,Education,91,0.02058271441434937
Post_93,Twitter,#Gaming,Post,UK,-1.3622508631326555,-1.2632406776878005,-0.6650469260607174,1.2933913158953148,Low,-0.4992867877464647,0.0,7,0.0,2,Lifestyle,92,0.02057416854994648
Post_94,YouTube,#Comedy,Tweet,UK,0.49064074042108474,-0.38455657324547615,0.8565546401180344,-1.4293415571185584,High,-0.11667568745622886,0.39920605465044584,7,0.0,1,Education,93,0.020565622685543596
Post_95,TikTok,#Tech,Video,Germany,-1.6209986526290914,1.3385164547443211,0.4745284955940835,-1.1854865185033376,Medium,-0.2483600551985061,0.0,5,0.0,0,Entertainment,94,0.02055707682114071
Post_96,TikTok,#Music,Reel,India,-0.7859452929698694,0.15752899111309934,-1.211884854090903,0.24179709252448045,High,-0.39962601585579816,0.0,6,0.0,0,Entertainment,95,0.020548530956737827
Post_97,TikTok,#Tech,Live Stream,UK,-1.6459324607561852,-0.5181553557091966,-1.5441577963288382,-0.18010082958155466,Medium,-0.9720866105939436,0.0,5,0.0,0,Entertainment,96,0.020539985092334942
Post_98,TikTok,#Tech,Post,Australia,0.9247097859856057,-1.1164434468190918,-1.363105686765204,0.4052772863707453,Medium,-0.2873905153069862,0.654775195847279,5,0.0,0,Entertainment,97,0.020531439227932054
Post_99,Instagram,#Viral,Reel,Germany,-1.047726637543081,0.0819964533119543,-0.38923664284861337,0.17052392878336797,High,-0.296110724574093,0.0,6,0.0,2,Lifestyle,98,0.02052289336352917
Post_100,YouTube,#Education,Post,Canada,0.4127564237221136,0.783218585342012,0.784092507328028,0.29360666145220465,Low,0.5684185444610896,0.34554270648057406,10,0.0,2,Lifestyle,99,0.020514347499126284
Post_101,YouTube,#Gaming,Tweet,Germany,0.15750198497819717,-1.7329530178791808,1.0803408279937237,-0.9114559066342667,High,-0.35164152788538167,0.14626422186075333,7,0.0,2,Lifestyle,100,0.0205058016347234
Post_102,TikTok,#Music,Live Stream,UK,-0.16746460469879274,-1.4203818893799458,1.1201502713166283,-1.3427355614920788,Medium,-0.45260794606354726,0.0,6,0.0,0,Entertainment,101,0.020497255770320515
Post_103,Twitter,#Viral,Shorts,Germany,0.5599931406391576,0.7001965342989813,0.16114525463901327,-1.366609970957422,Medium,0.013681239654932564,0.4446814242255977,6,0.0,2,Lifestyle,102,0.02048870990591763
Post_104,Instagram,#Music,Tweet,India,0.7502896198036647,-0.0717083119713334,0.4991298369734066,0.42208038980676393,Medium,0.3999478836531255,0.5597812712729654,6,0.0,0,Entertainment,103,0.02048016404151474
Post_105,Instagram,#Fitness,Post,Japan,-1.6997395186494924,-1.6627414293562672,-0.5807486234322674,0.3898744415543948,Medium,-0.8883387824709081,0.0,8,0.0,0,Entertainment,104,0.020471618177111857
Post_106,Twitter,#Fitness,Live Stream,USA,0.981731987411832,0.3564202553451183,-0.04485227100854992,0.385813691557357,Low,0.4197784158264394,0.6839712034604827,8,0.0,0,Entertainment,105,0.020463072312708972
Post_107,YouTube,#Music,Tweet,UK,0.17559299188625221,-1.3282213850843276,0.8603394618686995,0.21351186840718236,High,-0.019694265730548395,0.161772694236803,6,0.0,0,Entertainment,106,0.020454526448306087
Post_108,TikTok,#Challenge,Reel,Germany,1.4812756631064488,0.9114132786950286,-0.17167820712629134,1.6533978070120143,Medium,0.9686021354218002,0.9087728082135591,10,0.0,2,Lifestyle,107,0.020445980583903203
Post_109,Instagram,#Fitness,Video,USA,1.6102754171110663,1.3946843398987774,-0.19466239739396668,-0.07130073483333385,High,0.6847491561956358,0.9594557395647012,8,0.0,0,Entertainment,108,0.020437434719500318
Post_110,Twitter,#Dance,Video,USA,0.9420141379968596,-0.4384519696456878,-1.5779115248506788,0.12018463140629541,Medium,-0.2385411812733029,0.6637256499646,6,0.0,1,Education,109,0.02042888885509743
Post_111,Twitter,#Viral,Tweet,Australia,0.015964404626218585,1.155851314483159,0.038585844858385225,0.6802880792735839,High,0.4726724108103367,0.015838313725842632,6,0.0,2,Lifestyle,110,0.020420342990694545
Post_112,Instagram,#Dance,Video,Brazil,-0.3426371638046777,0.4073226177763247,1.28943502598274,1.073200647952487,Medium,0.6068302819767185,0.0,6,0.0,1,Education,111,0.02041179712629166
Post_113,TikTok,#Education,Shorts,Australia,-0.7476431482733561,-0.07088384196598244,0.21537142808490597,-0.7028873852346851,High,-0.3265107368472794,0.0,10,0.0,2,Lifestyle,112,0.020403251261888775
Post_114,YouTube,#Fashion,Live Stream,Brazil,-1.227343659768001,-1.6220167680835529,0.4089478568961955,-1.0047131307041701,Low,-0.8612814254148822,0.0,8,0.0,0,Entertainment,113,0.02039470539748589
Post_115,Instagram,#Education,Tweet,Canada,-0.6129552215349876,0.7847913138396143,-1.1634735431528505,-1.1159636780368103,High,-0.5269002822212585,0.0,10,0.0,2,Lifestyle,114,0.020386159533083006
Post_116,TikTok,#Tech,Post,Australia,1.443737560404651,1.3312209344448709,1.6454835303089441,-0.4796161483285872,High,0.9852064692074697,0.8935286543670845,5,0.0,0,Entertainment,115,0.020377613668680118
Post_117,Twitter,#Viral,Shorts,USA,0.0009206575840822841,-0.2604426600029782,-1.1600672035772517,-0.5093016310655535,Low,-0.4822227092654253,0.0009202340388288851,6,0.0,2,Lifestyle,116,0.020369067804277233
Post_118,TikTok,#Dance,Video,Germany,-0.4491768241224907,0.2608510179181329,0.9176967151265061,0.15246059258964792,High,0.22045787537794906,0.0,6,0.0,1,Education,117,0.020360521939874348
Post_119,YouTube,#Tech,Shorts,India,0.2923118843399373,1.142673651036289,0.21960354695155876,-1.5552248070267314,Low,0.02484106882526338,0.2564327727768906,5,0.0,0,Entertainment,118,0.020351976075471463
Post_120,TikTok,#Viral,Video,Germany,-0.49436151392655686,0.7605214110770561,-0.6887192657376046,-0.8141379325673253,Low,-0.30917432528860767,0.0,6,0.0,2,Lifestyle,119,0.02034343021106858
Post_121,Instagram,#Comedy,Shorts,Australia,-0.006682074192928843,-1.0383474308500489,1.015310708823205,0.797629751601781,High,0.19197773884550207,0.0,7,0.0,1,Education,120,0.020334884346665694
Post_122,YouTube,#Comedy,Live Stream,India,1.6672606156066068,-1.5875137376075208,-0.4056490062583157,1.2313598590440125,Medium,0.2263644326961957,0.98105195906337,7,0.0,1,Education,121,0.020326338482262805
Post_123,TikTok,#Challenge,Video,UK,0.9799722924858866,0.21862291134154338,-0.6827667733479221,1.3364492684501124,Low,0.46306942473240503,0.6830828509145346,10,0.0,2,Lifestyle,122,0.02031779261785992
Post_124,Instagram,#Music,Post,USA,1.4746308960905248,-1.5942965622733913,-0.6522817545198378,-0.3577936484174519,Medium,-0.2824352672800391,0.9060912520065207,6,0.0,0,Entertainment,123,0.020309246753457036
Post_125,YouTube,#Fitness,Video,USA,0.96470310166235,-1.6025828322431372,-0.6832828854048311,0.033228571124898874,Low,-0.3219835112151798,0.6753411406038787,8,0.0,0,Entertainment,124,0.02030070088905415
Post_126,Instagram,#Fashion,Video,Japan,-1.0497385005892554,0.47047424885845984,0.6392370566889365,0.9450769842528446,Low,0.2512624473027464,0.0,8,0.0,0,Entertainment,125,0.020292155024651266
Post_127,TikTok,#Education,Video,Germany,0.9353111256270784,0.17839016074429065,1.0762119315384526,1.547048164848213,Medium,0.9342403456895086,0.6602681019944363,10,0.0,2,Lifestyle,126,0.020283609160248378
Post_128,Twitter,#Challenge,Shorts,UK,0.9203838692926565,-0.7712052924775896,1.218452414422539,1.1051965574119058,Medium,0.6182068871623779,0.6525250979792253,10,0.0,2,Lifestyle,127,0.020275063295845493
Post_129,Instagram,#Comedy,Post,UK,-1.0035869379111593,1.3695414688952592,1.262459569141636,0.7082932516669483,High,0.5841768379481711,0.0,7,0.0,1,Education,128,0.02026651743144261
Post_130,Twitter,#Fashion,Post,Germany,-1.106457826175424,-0.1329200136291133,-1.4801599012721374,-0.09391491154097563,Low,-0.7033631631544125,0.0,8,0.0,0,Entertainment,129,0.020257971567039724
Post_131,TikTok,#Comedy,Live Stream,USA,1.5997124508791936,-0.8288904795746665,-0.23223535513693294,-1.0847379108182091,Low,-0.13653782366265377,0.9554008430955734,7,0.0,1,Education,130,0.02024942570263684
Post_132,YouTube,#Education,Video,India,0.6806542156897913,-0.99886986706442,1.1330874802098108,1.4299865442439497,High,0.561214593269783,0.519183131714241,10,0.0,2,Lifestyle,131,0.020240879838233954
